show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,duration_minutes,duration_seasons
s533,Movie,Movie Title 533,Unknown,Actor 267,Mexico,2016-02-03,2014,NR,74 min,"Romantic Movies, Crime TV Shows, Horror Movies",A story exploring themes of romantic movies.,2016.0,74.0,
s534,TV Show,Series Title 534,Unknown,"Actor 50, Actor 84, Actor 44, Actor 235, Actor 277",United States,2017-10-13,2014,TV-Y7,5 Seasons,Crime TV Shows,A story exploring themes of crime tv shows.,2017.0,,5.0
s535,TV Show,Series Title 535,Kunle Afolayan,Not listed,Spain,2016-09-21,2015,TV-MA,2 Seasons,"Thrillers, Sci-Fi & Fantasy",A story exploring themes of thrillers.,2016.0,,2.0
s536,Movie,Movie Title 536,Jane Campion,"Actor 190, Actor 53, Actor 94","Brazil, Australia",2001-05-17,1998,TV-14,154 min,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2001.0,154.0,
s537,Movie,Movie Title 537,Sofia Coppola,"Actor 268, Actor 263, Actor 358","South Korea, Brazil",2017-09-05,2017,TV-G,95 min,"Anime Series, Romantic Movies",A story exploring themes of anime series.,2017.0,95.0,
s538,Movie,Movie Title 538,Jane Campion,Not listed,"Germany, Spain",2010-08-09,2010,PG-13,174 min,"Crime TV Shows, Sci-Fi & Fantasy",A story exploring themes of crime tv shows.,2010.0,174.0,
s539,TV Show,Series Title 539,Greg Daniels,"Actor 153, Actor 143, Actor 101, Actor 239","Mexico, Japan",2014-02-16,2014,TV-14,4 Seasons,Documentaries,A story exploring themes of documentaries.,2014.0,,4.0
s540,Movie,Movie Title 540,Bong Joon Ho,Not listed,Nigeria,2009-06-01,2006,TV-MA,179 min,"Horror Movies, British TV Shows",A story exploring themes of horror movies.,2009.0,179.0,
s541,TV Show,Series Title 541,Sofia Coppola,"Actor 194, Actor 142, Actor 141, Actor 219, Actor 344",Japan,2003-03-11,2003,TV-Y7,3 Seasons,"Romantic Movies, Dramas, Horror Movies",A story exploring themes of romantic movies.,2003.0,,3.0
s542,Movie,Movie Title 542,Denis Villeneuve,"Actor 350, Actor 162",Unknown,2005-02-14,2005,TV-14,132 min,"Crime TV Shows, Reality TV, Action & Adventure",A story exploring themes of crime tv shows.,2005.0,132.0,
s543,Movie,Movie Title 543,Greg Daniels,Actor 128,Japan,2012-03-20,2010,PG-13,155 min,"Crime TV Shows, Stand-Up Comedy, Reality TV",A story exploring themes of crime tv shows.,2012.0,155.0,
s544,TV Show,Series Title 544,Sofia Coppola,"Actor 344, Actor 109, Actor 341",Canada,2007-05-27,2007,TV-MA,3 Seasons,Music & Musicals,A story exploring themes of music & musicals.,2007.0,,3.0
s545,TV Show,Series Title 545,Sofia Coppola,Not listed,Mexico,2014-09-20,2012,TV-MA,6 Seasons,"Comedies, Anime Series, Sci-Fi & Fantasy",A story exploring themes of comedies.,2014.0,,6.0
s546,Movie,Movie Title 546,Denis Villeneuve,"Actor 341, Actor 68, Actor 272, Actor 144","Germany, Japan",2018-02-05,2018,R,70 min,"Kids' TV, Romantic Movies, British TV Shows",A story exploring themes of kids' tv.,2018.0,70.0,
s547,Movie,Movie Title 547,Denis Villeneuve,"Actor 388, Actor 300",Australia,2020-02-16,2017,TV-PG,66 min,"Documentaries, International Movies",A story exploring themes of documentaries.,2020.0,66.0,
s548,Movie,Movie Title 548,Denis Villeneuve,"Actor 103, Actor 267, Actor 10",Nigeria,2022-05-04,2020,TV-Y7,171 min,Dramas,A story exploring themes of dramas.,2022.0,171.0,
s549,Movie,Movie Title 549,Unknown,Not listed,"France, Canada",2009-02-01,2006,TV-14,138 min,Romantic Movies,A story exploring themes of romantic movies.,2009.0,138.0,
s550,Movie,Movie Title 550,Unknown,Not listed,United Kingdom,2021-04-11,2021,TV-MA,85 min,"Stand-Up Comedy, Dramas",A story exploring themes of stand-up comedy.,2021.0,85.0,
s551,Movie,Movie Title 551,Rajiv Menon,"Actor 178, Actor 44, Actor 177",United Kingdom,2022-12-21,2019,PG-13,111 min,Music & Musicals,A story exploring themes of music & musicals.,2022.0,111.0,
s552,Movie,Movie Title 552,Kunle Afolayan,"Actor 130, Actor 101, Actor 321",Germany,2007-08-03,2004,TV-PG,62 min,"Romantic Movies, Kids' TV",A story exploring themes of romantic movies.,2007.0,62.0,
s553,Movie,Movie Title 553,Sofia Coppola,"Actor 314, Actor 347, Actor 304","Germany, Canada",2015-12-20,2015,TV-G,171 min,Kids' TV,A story exploring themes of kids' tv.,2015.0,171.0,
s554,Movie,Movie Title 554,Kunle Afolayan,"Actor 58, Actor 372, Actor 113, Actor 158","Germany, Brazil",2016-08-25,2014,TV-Y7,179 min,"Dramas, Stand-Up Comedy",A story exploring themes of dramas.,2016.0,179.0,
s555,Movie,Movie Title 555,Rajiv Menon,"Actor 84, Actor 98, Actor 137",Canada,2009-06-24,2008,TV-PG,130 min,"Stand-Up Comedy, British TV Shows, Music & Musicals",A story exploring themes of stand-up comedy.,2009.0,130.0,
s556,Movie,Movie Title 556,Ava DuVernay,"Actor 213, Actor 110, Actor 263, Actor 106",Mexico,2018-09-10,2016,TV-14,129 min,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2018.0,129.0,
s557,TV Show,Series Title 557,Unknown,"Actor 73, Actor 73, Actor 255, Actor 309","Mexico, India",2016-07-10,2013,R,3 Season,Reality TV,A story exploring themes of reality tv.,2016.0,,3.0
s558,Movie,Movie Title 558,Greg Daniels,"Actor 186, Actor 118, Actor 333",Mexico,2011-02-05,2011,TV-MA,175 min,"Anime Series, Stand-Up Comedy, Horror Movies",A story exploring themes of anime series.,2011.0,175.0,
s559,Movie,Movie Title 559,Unknown,"Actor 337, Actor 118, Actor 179, Actor 50",Unknown,2006-02-18,2005,TV-Y7,169 min,Comedies,A story exploring themes of comedies.,2006.0,169.0,
s560,Movie,Movie Title 560,Sofia Coppola,Actor 32,United States,2011-05-17,2011,TV-Y7,96 min,British TV Shows,A story exploring themes of british tv shows.,2011.0,96.0,
s561,Movie,Movie Title 561,Unknown,"Actor 65, Actor 3, Actor 283, Actor 345",Germany,2008-05-25,2006,TV-G,153 min,"British TV Shows, Comedies, Action & Adventure",A story exploring themes of british tv shows.,2008.0,153.0,
s562,Movie,Movie Title 562,Denis Villeneuve,Actor 247,South Korea,2004-10-06,2004,NR,125 min,"Crime TV Shows, Music & Musicals, Horror Movies",A story exploring themes of crime tv shows.,2004.0,125.0,
s563,Movie,Movie Title 563,Greg Daniels,Not listed,Japan,2008-12-03,2006,TV-14,121 min,Kids' TV,A story exploring themes of kids' tv.,2008.0,121.0,
s564,Movie,Movie Title 564,Unknown,"Actor 187, Actor 346, Actor 6","Germany, India",2017-06-07,2017,NR,87 min,"Romantic Movies, British TV Shows, Reality TV",A story exploring themes of romantic movies.,2017.0,87.0,
s565,Movie,Movie Title 565,Rajiv Menon,Actor 218,Nigeria,2002-03-15,2002,PG,70 min,Documentaries,A story exploring themes of documentaries.,2002.0,70.0,
s566,TV Show,Series Title 566,Unknown,"Actor 240, Actor 270, Actor 348",United States,2009-09-09,2006,TV-PG,7 Seasons,"Thrillers, Crime TV Shows",A story exploring themes of thrillers.,2009.0,,7.0
s567,Movie,Movie Title 567,Martin Scorsese,"Actor 222, Actor 39, Actor 286, Actor 203",Germany,2001-11-20,1999,TV-G,132 min,"Romantic Movies, Comedies, Horror Movies",A story exploring themes of romantic movies.,2001.0,132.0,
s568,Movie,Movie Title 568,Ava DuVernay,"Actor 264, Actor 93, Actor 83, Actor 381, Actor 341",Spain,2020-12-15,2020,PG,151 min,"International Movies, Thrillers",A story exploring themes of international movies.,2020.0,151.0,
s569,Movie,Movie Title 569,Rajiv Menon,"Actor 169, Actor 321",Brazil,2012-11-04,2011,TV-MA,145 min,"Reality TV, Music & Musicals",A story exploring themes of reality tv.,2012.0,145.0,
s570,Movie,Movie Title 570,Kunle Afolayan,Actor 174,"United Kingdom, India",2000-01-04,1998,TV-14,64 min,"Documentaries, Reality TV",A story exploring themes of documentaries.,2000.0,64.0,
s571,TV Show,Series Title 571,Jane Campion,"Actor 319, Actor 324","United States, South Korea",2015-09-27,2013,TV-14,5 Seasons,International Movies,A story exploring themes of international movies.,2015.0,,5.0
s572,Movie,Movie Title 572,Unknown,"Actor 40, Actor 379, Actor 53",France,2001-06-05,1999,TV-PG,101 min,"British TV Shows, Action & Adventure, Reality TV",A story exploring themes of british tv shows.,2001.0,101.0,
s573,TV Show,Series Title 573,Jane Campion,"Actor 278, Actor 210, Actor 273, Actor 73, Actor 306",United Kingdom,2004-08-19,2002,TV-Y7,5 Seasons,Dramas,A story exploring themes of dramas.,2004.0,,5.0
s574,TV Show,Series Title 574,Unknown,"Actor 93, Actor 144, Actor 218, Actor 140, Actor 222",India,2020-06-19,2019,R,1 Seasons,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2020.0,,1.0
s575,Movie,Movie Title 575,Martin Scorsese,"Actor 101, Actor 188, Actor 280, Actor 251, Actor 99",Nigeria,2014-12-05,2012,TV-14,169 min,Documentaries,A story exploring themes of documentaries.,2014.0,169.0,
s576,Movie,Movie Title 576,Greg Daniels,Actor 105,India,2010-01-20,2010,PG,143 min,Romantic Movies,A story exploring themes of romantic movies.,2010.0,143.0,
s577,Movie,Movie Title 577,Rajiv Menon,"Actor 360, Actor 370",India,2008-09-15,2006,TV-14,80 min,"British TV Shows, Thrillers, Anime Series",A story exploring themes of british tv shows.,2008.0,80.0,
s578,Movie,Movie Title 578,Martin Scorsese,"Actor 47, Actor 61, Actor 378, Actor 298",Australia,2018-01-03,2018,TV-MA,85 min,International Movies,A story exploring themes of international movies.,2018.0,85.0,
s579,TV Show,Series Title 579,Unknown,"Actor 291, Actor 233, Actor 33","South Korea, United States",2019-07-24,2016,TV-PG,5 Seasons,"Music & Musicals, International Movies",A story exploring themes of music & musicals.,2019.0,,5.0
s580,Movie,Movie Title 580,Denis Villeneuve,Not listed,Mexico,,2001,TV-MA,121 min,"Anime Series, Music & Musicals",A story exploring themes of anime series.,,121.0,
s581,TV Show,Series Title 581,Ava DuVernay,Not listed,"United Kingdom, Germany",2020-01-15,2018,TV-Y7,7 Seasons,International Movies,A story exploring themes of international movies.,2020.0,,7.0
s582,TV Show,Series Title 582,Unknown,Not listed,"Germany, United Kingdom",2017-03-24,2017,PG-13,1 Seasons,"Romantic Movies, Thrillers",A story exploring themes of romantic movies.,2017.0,,1.0
s583,Movie,Movie Title 583,Jane Campion,Not listed,Japan,2020-03-06,2017,TV-MA,157 min,"Thrillers, British TV Shows, Anime Series",A story exploring themes of thrillers.,2020.0,157.0,
s584,Movie,Movie Title 584,Denis Villeneuve,Actor 126,"Mexico, Nigeria",2019-10-23,2019,TV-Y7,84 min,"Anime Series, Action & Adventure",A story exploring themes of anime series.,2019.0,84.0,
s585,Movie,Movie Title 585,Unknown,"Actor 125, Actor 120, Actor 102, Actor 184, Actor 198",Spain,2007-06-21,2005,TV-G,79 min,Anime Series,A story exploring themes of anime series.,2007.0,79.0,
s586,TV Show,Series Title 586,Jane Campion,"Actor 388, Actor 254, Actor 112, Actor 96",Unknown,2019-05-16,2019,TV-PG,3 Seasons,"Stand-Up Comedy, Thrillers, Comedies",A story exploring themes of stand-up comedy.,2019.0,,3.0
s587,TV Show,Series Title 587,Martin Scorsese,"Actor 109, Actor 71, Actor 278","South Korea, Australia",2007-10-10,2004,TV-Y7,5 Seasons,"Action & Adventure, Crime TV Shows, Sci-Fi & Fantasy",A story exploring themes of action & adventure.,2007.0,,5.0
s588,TV Show,Series Title 588,Bong Joon Ho,Not listed,"Japan, Spain",2001-08-13,1998,TV-14,5 Season,"Sci-Fi & Fantasy, British TV Shows, Anime Series",A story exploring themes of sci-fi & fantasy.,2001.0,,5.0
s589,Movie,Movie Title 589,Ava DuVernay,"Actor 164, Actor 366, Actor 68, Actor 56, Actor 122",United States,2015-11-19,2013,PG-13,139 min,"Stand-Up Comedy, Sci-Fi & Fantasy",A story exploring themes of stand-up comedy.,2015.0,139.0,
s590,Movie,Movie Title 590,Kunle Afolayan,"Actor 386, Actor 389, Actor 291",Brazil,,2001,TV-MA,124 min,"British TV Shows, Music & Musicals, Sci-Fi & Fantasy",A story exploring themes of british tv shows.,,124.0,
s591,Movie,Movie Title 591,Ava DuVernay,"Actor 99, Actor 4, Actor 222","United States, Germany",2001-04-08,2000,PG,143 min,Anime Series,A story exploring themes of anime series.,2001.0,143.0,
s592,Movie,Movie Title 592,Sofia Coppola,Actor 43,"Brazil, United States",2009-02-09,2009,PG-13,88 min,"Thrillers, Stand-Up Comedy, Horror Movies",A story exploring themes of thrillers.,2009.0,88.0,
s593,TV Show,Series Title 593,Rajiv Menon,"Actor 302, Actor 54, Actor 47",India,2014-09-11,2011,PG,8 Seasons,"Documentaries, Anime Series",A story exploring themes of documentaries.,2014.0,,8.0
s594,Movie,Movie Title 594,Ava DuVernay,"Actor 143, Actor 374, Actor 380, Actor 47, Actor 279",Unknown,2021-12-21,2021,TV-14,105 min,"Romantic Movies, Dramas",A story exploring themes of romantic movies.,2021.0,105.0,
s595,Movie,Movie Title 595,Kunle Afolayan,"Actor 100, Actor 265, Actor 152",Mexico,2010-08-12,2010,TV-Y7,150 min,"Sci-Fi & Fantasy, Crime TV Shows",A story exploring themes of sci-fi & fantasy.,2010.0,150.0,
s596,Movie,Movie Title 596,Greg Daniels,"Actor 345, Actor 340, Actor 298, Actor 185, Actor 5",India,2011-08-04,2009,TV-Y7,115 min,British TV Shows,A story exploring themes of british tv shows.,2011.0,115.0,
s597,Movie,Movie Title 597,Jane Campion,Not listed,Spain,2022-04-14,2020,TV-Y7,166 min,"Crime TV Shows, Sci-Fi & Fantasy, British TV Shows",A story exploring themes of crime tv shows.,2022.0,166.0,
s598,TV Show,Series Title 598,Unknown,Not listed,"Canada, Germany",2014-12-25,2014,PG-13,1 Seasons,"Kids' TV, Anime Series",A story exploring themes of kids' tv.,2014.0,,1.0
s599,TV Show,Series Title 599,Sofia Coppola,"Actor 220, Actor 81, Actor 351, Actor 34",Germany,2006-08-05,2005,R,1 Season,"Anime Series, Comedies, British TV Shows",A story exploring themes of anime series.,2006.0,,1.0
s600,Movie,Movie Title 600,Unknown,Actor 321,"Germany, Canada",2010-04-13,2008,NR,137 min,Sci-Fi & Fantasy,A story exploring themes of sci-fi & fantasy.,2010.0,137.0,
